Sale_ID,Date,Store_ID,Product_ID,Units
133,01-01-2017,8,8,1
134,01-01-2017,7,8,1
135,01-01-2017,12,7,1
136,01-01-2017,50,24,1
137,01-01-2017,4,9,1
138,01-01-2017,6,8,1
139,01-01-2017,42,8,1
140,01-01-2017,9,24,1
141,01-01-2017,1,21,2
142,01-01-2017,4,9,1
143,01-01-2017,33,33,1
144,01-01-2017,10,35,1
145,01-01-2017,16,35,1
146,01-01-2017,24,4,1
147,01-01-2017,37,34,1
148,01-01-2017,8,20,1
149,01-01-2017,29,2,1
150,01-01-2017,41,8,1
151,01-01-2017,9,8,1
152,01-01-2017,38,22,2
153,01-01-2017,5,21,1
154,01-01-2017,9,8,1
155,01-01-2017,39,34,3
156,01-01-2017,48,8,1
157,01-01-2017,38,8,1
158,01-01-2017,9,8,1
159,01-01-2017,40,17,1
160,01-01-2017,30,1,2
161,01-01-2017,21,8,1
162,01-01-2017,41,1,1
163,01-01-2017,44,18,1
164,01-01-2017,9,24,1
165,01-01-2017,50,8,2
166,01-01-2017,5,21,1
167,01-01-2017,30,6,3
168,01-01-2017,48,7,1
169,01-01-2017,23,14,1
170,01-01-2017,50,24,1
171,01-01-2017,28,1,1
172,01-01-2017,9,8,1
173,01-01-2017,44,18,1
174,01-01-2017,31,18,2
175,01-01-2017,41,1,1
176,01-01-2017,38,21,1
177,01-01-2017,28,30,1
178,01-01-2017,37,31,1
179,01-01-2017,30,2,1
180,01-01-2017,34,18,3
181,01-01-2017,19,2,1
182,01-01-2017,21,17,3
183,01-01-2017,32,8,3
184,01-01-2017,9,1,1
185,01-01-2017,10,35,1
186,01-01-2017,41,8,1
187,01-01-2017,7,4,1
188,01-01-2017,7,31,1
189,01-01-2017,33,33,1
190,01-01-2017,39,8,1
191,01-01-2017,37,34,1
192,01-01-2017,34,8,1
193,01-01-2017,50,33,1
194,01-01-2017,4,20,1
195,01-01-2017,44,2,1
196,01-01-2017,32,9,1
197,01-01-2017,41,1,1
198,01-01-2017,6,8,1
199,01-01-2017,32,8,3
200,01-01-2017,1,21,2
201,01-01-2017,35,31,1
202,01-01-2017,35,31,1
203,01-01-2017,8,8,1
204,01-01-2017,24,31,1
205,01-01-2017,42,8,1
206,01-01-2017,39,34,2
207,01-01-2017,48,2,1
208,01-01-2017,41,8,3
209,01-01-2017,33,33,1
210,01-01-2017,28,30,1
211,01-01-2017,42,27,1
212,01-01-2017,16,8,1
213,01-01-2017,23,14,1
214,01-01-2017,12,6,2
215,01-01-2017,30,24,1
216,01-01-2017,19,30,1
217,01-01-2017,13,6,1
218,01-01-2017,32,8,4
219,01-01-2017,44,18,1
220,01-01-2017,48,8,1
221,01-01-2017,48,8,1
222,01-01-2017,7,9,1
223,01-01-2017,14,6,1
224,01-01-2017,39,34,3
225,01-01-2017,44,2,1
226,01-01-2017,32,8,4
227,01-01-2017,9,8,1
228,01-01-2017,33,33,1
229,01-01-2017,22,30,1
230,01-01-2017,21,17,2
231,01-01-2017,1,21,2
232,01-01-2017,38,22,3
233,01-01-2017,50,8,1
234,01-01-2017,35,31,1
235,01-01-2017,9,24,1
236,01-01-2017,35,31,1
237,01-01-2017,39,8,1
238,01-01-2017,37,34,1
239,01-01-2017,23,14,1
240,01-01-2017,6,8,1
241,01-01-2017,27,8,1
242,01-01-2017,4,1,1
243,01-01-2017,44,18,1
244,01-01-2017,30,9,1
245,01-01-2017,30,2,1
246,01-01-2017,5,7,1
247,01-01-2017,36,1,1
248,01-01-2017,35,31,1
249,01-01-2017,30,6,4
250,01-01-2017,37,8,2
251,01-01-2017,8,8,1
252,01-01-2017,7,31,1
253,01-01-2017,21,17,2
254,01-01-2017,17,9,1
255,01-01-2017,35,31,1
256,01-01-2017,9,24,1
257,01-01-2017,39,34,2
258,01-01-2017,24,4,1
259,01-01-2017,37,18,1
260,01-01-2017,21,17,2
261,01-01-2017,23,14,1
262,01-01-2017,5,31,1
263,01-01-2017,44,2,1
264,01-01-2017,2,18,1
265,01-01-2017,12,6,2
266,01-01-2017,4,1,1
267,01-01-2017,16,35,1
268,01-01-2017,21,8,1
269,01-01-2017,28,30,1
270,01-01-2017,5,21,1
271,01-01-2017,24,4,1
272,01-01-2017,30,24,1
273,01-01-2017,22,30,1
274,01-01-2017,19,9,3
275,01-01-2017,9,1,1
276,01-01-2017,34,18,2
277,01-01-2017,31,8,1
278,01-01-2017,5,8,1
279,01-01-2017,34,18,3
280,01-01-2017,22,30,1
281,01-01-2017,37,34,1
282,01-01-2017,11,31,1
283,01-01-2017,48,9,1
284,01-01-2017,14,6,1
285,01-01-2017,42,27,1
286,01-01-2017,30,1,3
287,01-01-2017,38,8,1
288,01-01-2017,16,35,1
289,01-01-2017,29,2,1
290,01-01-2017,34,24,1
291,01-01-2017,14,6,1
292,01-01-2017,30,6,3
293,01-01-2017,19,6,3
294,01-01-2017,19,2,1
295,01-01-2017,39,34,2
296,01-01-2017,28,30,1
297,01-01-2017,50,6,1
298,01-01-2017,40,17,1
299,01-01-2017,10,35,1
300,01-01-2017,4,20,1
301,01-01-2017,50,24,1
302,01-01-2017,24,4,1
303,01-01-2017,50,24,1
304,01-01-2017,48,9,1
305,01-01-2017,49,5,1
306,01-01-2017,49,5,1
307,01-01-2017,5,6,1
308,01-01-2017,50,24,1
309,01-01-2017,48,7,1
310,01-01-2017,16,35,1
311,01-01-2017,19,9,3
312,01-01-2017,12,8,1
313,01-01-2017,6,8,1
314,01-01-2017,49,8,1
315,01-01-2017,9,24,1
316,01-01-2017,6,25,1
317,01-01-2017,50,5,1
318,01-01-2017,24,31,1
319,01-01-2017,34,18,3
320,01-01-2017,30,9,1
321,01-01-2017,41,8,1
322,01-01-2017,50,6,1
323,01-01-2017,36,14,2
324,01-01-2017,44,18,1
325,01-01-2017,1,21,3
326,01-01-2017,40,7,1
327,01-01-2017,31,18,2
328,01-01-2017,37,34,1
329,01-01-2017,12,6,3
330,01-01-2017,19,30,1
331,01-01-2017,33,27,1
332,01-01-2017,21,1,1
333,01-01-2017,5,31,1
334,01-01-2017,4,1,1
335,01-01-2017,41,8,1
336,01-01-2017,32,8,3
337,01-01-2017,44,2,1
338,01-01-2017,30,24,1
339,01-01-2017,50,8,3
340,01-01-2017,21,1,1
341,01-01-2017,50,5,1
342,01-01-2017,43,1,1
343,01-01-2017,2,18,1
344,01-01-2017,27,8,1
345,01-01-2017,18,10,1
346,01-01-2017,50,8,2
347,01-01-2017,9,8,1
348,01-01-2017,7,9,1
349,01-01-2017,19,6,3
350,01-01-2017,4,9,1
351,01-01-2017,30,24,1
352,01-01-2017,10,35,1
353,01-01-2017,34,18,3
354,01-01-2017,23,14,1
355,01-01-2017,3,24,3
356,01-01-2017,30,9,1
357,01-01-2017,46,6,1
358,01-01-2017,9,8,1
359,01-01-2017,37,34,1
360,01-01-2017,37,31,1
361,01-01-2017,11,31,1
362,01-01-2017,21,1,1
363,01-01-2017,50,33,1
364,01-01-2017,28,1,1
365,01-01-2017,40,17,1
366,01-01-2017,33,33,1
367,01-01-2017,37,34,1
368,01-01-2017,44,2,1
369,01-01-2017,38,8,1
370,01-01-2017,7,9,1
371,01-01-2017,30,2,1
372,01-01-2017,44,2,1
373,01-01-2017,33,27,1
374,01-01-2017,47,8,1
375,01-01-2017,12,6,2
376,01-01-2017,4,9,1
377,01-01-2017,19,30,1
378,01-01-2017,40,7,1
379,01-01-2017,50,8,3
380,01-01-2017,34,24,1
381,01-01-2017,8,20,1
382,01-01-2017,44,2,1
383,01-01-2017,28,30,1
384,01-01-2017,37,8,2
385,01-01-2017,33,33,1
386,01-01-2017,43,1,1
387,01-01-2017,1,34,1
388,01-01-2017,48,7,1
389,01-01-2017,37,18,1
390,01-01-2017,18,10,1
391,01-01-2017,35,31,1
392,01-01-2017,23,14,1
393,01-01-2017,3,24,2
394,01-01-2017,24,4,1
395,01-01-2017,34,8,1
396,01-01-2017,49,5,1
397,01-01-2017,39,34,2
398,01-01-2017,21,8,1
399,01-01-2017,17,9,1
400,01-01-2017,49,5,1
401,01-01-2017,44,2,1
402,01-01-2017,12,7,1
403,01-01-2017,42,27,1
404,01-01-2017,31,8,1
405,01-01-2017,41,8,1
406,01-01-2017,41,6,1
407,01-01-2017,9,1,1
408,01-01-2017,3,8,1
409,01-01-2017,5,8,1
410,01-01-2017,19,2,1
411,01-01-2017,33,33,1
412,01-01-2017,49,8,1
413,01-01-2017,10,8,1
414,01-01-2017,30,2,1
415,01-01-2017,13,6,1
416,01-01-2017,38,8,1
417,01-01-2017,38,22,2
418,01-01-2017,6,8,1
419,01-01-2017,10,8,1
420,01-01-2017,1,31,1
421,01-01-2017,19,6,3
422,01-01-2017,7,9,1
423,01-01-2017,43,8,1
424,01-01-2017,42,8,1
425,01-01-2017,31,18,2
426,01-01-2017,34,24,1
427,01-01-2017,12,8,1
428,01-01-2017,33,27,1
429,01-01-2017,41,8,2
430,01-01-2017,3,24,3
431,01-01-2017,19,9,2
432,01-01-2017,48,8,1
433,01-01-2017,36,14,2
434,01-01-2017,16,8,1
435,01-01-2017,9,8,1
436,01-01-2017,5,6,1
437,01-01-2017,28,1,1
438,01-01-2017,18,10,1
439,01-01-2017,16,8,1
440,01-01-2017,24,31,1
441,01-01-2017,44,18,1
442,01-01-2017,5,31,1
443,01-01-2017,38,22,3
444,01-01-2017,8,8,1
445,01-01-2017,6,3,1
446,01-01-2017,34,8,1
447,01-01-2017,5,21,1
448,01-01-2017,5,8,1
449,01-01-2017,41,1,1
450,01-01-2017,37,8,3
451,01-01-2017,10,8,1
452,01-01-2017,12,6,3
453,01-01-2017,3,24,3
454,01-01-2017,49,8,1
455,01-01-2017,12,7,1
456,01-01-2017,36,14,2
457,01-01-2017,21,17,3
458,01-01-2017,12,7,1
459,01-01-2017,48,8,1
460,01-01-2017,50,8,2
461,01-01-2017,35,31,1
462,01-01-2017,41,8,1
463,01-01-2017,50,8,1
464,01-01-2017,38,8,1
465,01-01-2017,30,24,1
466,01-01-2017,6,8,1
467,01-01-2017,24,31,1
468,01-01-2017,13,6,1
469,01-01-2017,32,9,1
470,01-01-2017,4,20,1
471,01-01-2017,7,31,1
472,01-01-2017,1,21,2
473,01-01-2017,31,1,1
474,01-01-2017,41,6,1
475,01-01-2017,30,6,4
476,01-01-2017,6,8,1
477,01-01-2017,19,2,1
478,01-01-2017,19,2,1
479,01-01-2017,8,8,1
480,01-01-2017,6,3,1
481,01-01-2017,23,14,1
482,01-01-2017,50,8,3
483,01-01-2017,34,8,1
484,01-01-2017,30,9,1
485,01-01-2017,7,8,1
486,01-01-2017,13,6,1
487,01-01-2017,50,8,3
488,01-01-2017,36,14,3
489,01-01-2017,39,8,1
490,01-01-2017,31,8,1
491,01-01-2017,9,8,1
492,01-01-2017,30,2,1
493,01-01-2017,24,31,1
494,01-01-2017,30,9,1
495,01-01-2017,21,1,1
496,01-01-2017,34,24,1
497,01-01-2017,50,8,1
498,01-01-2017,41,6,1
499,01-01-2017,5,8,1
500,01-01-2017,5,7,1
501,01-01-2017,4,9,1
502,01-01-2017,41,8,1
503,01-01-2017,32,9,1
504,01-01-2017,9,24,1
505,01-01-2017,10,35,1
506,01-01-2017,5,31,1
507,01-01-2017,21,17,2
508,01-01-2017,10,35,1
509,01-01-2017,14,30,1
510,01-01-2017,1,21,2
511,01-01-2017,41,6,1
512,01-01-2017,19,9,3
513,01-01-2017,40,17,1
514,01-01-2017,7,31,1
515,01-01-2017,36,1,1
516,01-01-2017,37,34,1
517,01-01-2017,39,8,1
518,01-01-2017,19,9,3
519,01-01-2017,48,7,1
520,01-01-2017,18,10,1
521,01-01-2017,40,17,1
522,01-01-2017,29,2,1
523,01-01-2017,38,22,3
524,01-01-2017,38,22,3
525,01-01-2017,44,18,1
526,01-01-2017,37,31,1
527,01-01-2017,48,8,1
528,01-01-2017,5,31,1
529,01-01-2017,38,8,1
530,01-01-2017,22,30,1
531,01-01-2017,22,30,1
532,01-01-2017,2,18,1
533,01-01-2017,9,24,1
534,01-01-2017,10,35,1
535,01-01-2017,49,8,1
536,01-01-2017,37,34,1
537,01-01-2017,37,34,1
538,01-01-2017,50,24,1
539,01-01-2017,2,18,1
540,01-01-2017,4,20,1
541,01-01-2017,48,2,1
542,01-01-2017,32,8,4
543,01-01-2017,49,5,1
544,01-01-2017,44,2,1
545,01-01-2017,19,30,1
546,01-01-2017,7,31,1
547,01-01-2017,37,22,1
548,01-01-2017,50,33,1
549,01-01-2017,12,6,3
550,01-01-2017,37,31,1
551,01-01-2017,25,18,1
552,01-01-2017,28,30,1
553,01-01-2017,6,25,1
554,01-01-2017,9,1,1
555,01-01-2017,9,27,1
556,01-01-2017,12,8,1
557,01-01-2017,37,34,1
558,01-01-2017,44,18,1
559,01-01-2017,34,8,1
560,01-01-2017,12,7,1
561,01-01-2017,24,31,1
562,01-01-2017,40,7,1
563,01-01-2017,48,2,1
564,01-01-2017,21,1,1
565,01-01-2017,32,9,1
566,01-01-2017,8,20,1
567,01-01-2017,4,9,1
568,01-01-2017,19,9,3
569,01-01-2017,5,31,1
570,01-01-2017,37,31,1
571,01-01-2017,4,9,1
572,01-01-2017,33,33,1
573,01-01-2017,19,2,1
574,01-01-2017,32,9,1
575,01-01-2017,37,8,2
576,01-01-2017,34,8,1
577,01-01-2017,35,31,1
578,01-01-2017,6,25,1
579,01-01-2017,37,34,1
580,01-01-2017,44,31,1
581,01-01-2017,41,8,3
582,01-01-2017,33,27,1
583,01-01-2017,42,27,1
584,01-01-2017,1,21,3
585,01-01-2017,33,33,1
586,01-01-2017,12,6,3
587,01-01-2017,2,18,1
588,01-01-2017,37,22,1
589,01-01-2017,41,1,1
590,01-01-2017,27,8,1
591,01-01-2017,5,31,1
592,01-01-2017,25,9,1
593,01-01-2017,48,9,1
594,01-01-2017,12,8,1
595,01-01-2017,23,14,1
596,01-01-2017,21,8,1
597,01-01-2017,24,31,1
598,01-01-2017,10,8,1
599,01-01-2017,44,2,1
600,01-01-2017,19,9,3
601,01-01-2017,3,24,2
602,01-01-2017,41,8,2
603,01-01-2017,34,24,1
604,01-01-2017,44,18,1
605,01-01-2017,7,9,1
606,01-01-2017,9,24,1
607,01-01-2017,50,8,2
608,01-01-2017,11,31,1
609,01-01-2017,8,8,1
610,01-01-2017,30,2,1
611,01-01-2017,19,9,3
612,01-01-2017,36,14,2
613,01-01-2017,25,18,1
614,01-01-2017,16,8,1
615,01-01-2017,5,21,1
616,01-01-2017,41,1,1
617,01-01-2017,50,8,3
618,01-01-2017,7,9,1
619,01-01-2017,7,4,1
620,01-01-2017,29,2,1
621,01-01-2017,39,8,1
622,01-01-2017,4,20,1
623,01-01-2017,30,1,2
624,01-01-2017,12,8,1
625,01-01-2017,1,21,2
626,01-01-2017,36,1,1
627,01-01-2017,50,5,1
628,01-01-2017,48,9,1
629,01-01-2017,19,30,1
630,01-01-2017,34,18,3
631,01-01-2017,17,9,1
632,01-01-2017,30,2,1
633,01-01-2017,4,20,1
634,01-01-2017,44,2,1
635,01-01-2017,33,27,1
636,01-01-2017,48,7,1
637,01-01-2017,1,31,1
638,01-01-2017,19,6,3
639,01-01-2017,50,6,1
640,01-01-2017,10,1,1
641,01-01-2017,12,8,1
642,01-01-2017,36,1,1
643,01-01-2017,19,6,2
644,01-01-2017,40,17,1
645,01-01-2017,12,8,1
646,01-01-2017,50,8,3
647,01-01-2017,29,2,1
648,01-01-2017,13,6,1
649,01-01-2017,39,8,1
650,01-01-2017,50,8,3
651,01-01-2017,50,24,1
652,01-01-2017,6,6,4
653,01-01-2017,44,2,1
654,01-01-2017,34,8,1
655,01-01-2017,7,8,1
656,01-01-2017,50,24,1
657,01-01-2017,47,8,1
658,01-01-2017,21,1,1
659,01-01-2017,18,10,1
660,01-01-2017,9,1,1
661,01-01-2017,35,31,1
662,01-01-2017,12,7,1
663,01-01-2017,19,9,2
664,01-01-2017,4,9,1
665,01-01-2017,37,22,1
666,01-01-2017,30,6,3
667,01-01-2017,19,6,3
668,01-01-2017,17,9,1
669,01-01-2017,29,2,1
670,01-01-2017,41,8,2
671,01-01-2017,34,18,2
672,01-01-2017,5,8,1
673,01-01-2017,29,2,1
674,01-01-2017,50,5,1
675,01-01-2017,48,2,1
676,01-01-2017,1,34,1
677,01-01-2017,41,1,1
678,01-01-2017,23,14,1
679,01-01-2017,8,20,1
680,01-01-2017,47,8,1
681,01-01-2017,35,31,1
682,01-01-2017,21,1,1
683,01-01-2017,30,2,1
684,01-01-2017,34,18,2
685,01-01-2017,40,17,1
686,01-01-2017,28,1,1
687,01-01-2017,44,2,1
688,01-01-2017,48,9,1
689,01-01-2017,48,7,1
690,01-01-2017,4,20,1
691,01-01-2017,28,30,1
692,01-01-2017,43,8,1
693,01-01-2017,14,6,1
694,01-01-2017,44,18,1
695,01-01-2017,24,31,1
696,01-01-2017,44,18,1
697,01-01-2017,6,25,1
698,01-01-2017,12,8,1
699,01-01-2017,33,33,1
700,01-01-2017,5,31,1
701,01-01-2017,8,20,1
702,01-01-2017,3,24,2
703,01-01-2017,24,4,1
704,01-01-2017,50,5,1
705,01-01-2017,41,8,1
706,01-01-2017,48,8,1
707,01-01-2017,24,31,1
708,01-01-2017,18,10,1
709,01-01-2017,28,30,1
710,01-01-2017,24,31,1
711,01-01-2017,41,1,1
712,01-01-2017,7,8,1
713,01-01-2017,22,30,1
714,01-01-2017,33,33,1
715,01-01-2017,1,34,1
716,01-01-2017,39,34,3
717,01-01-2017,37,34,1
718,01-01-2017,49,5,1
719,01-01-2017,19,30,1
720,01-01-2017,21,1,1
721,01-01-2017,30,24,1
722,01-01-2017,31,8,1
723,01-01-2017,42,8,1
724,01-01-2017,38,22,3
725,01-01-2017,7,8,1
726,01-01-2017,34,8,1
727,01-01-2017,12,6,3
728,01-01-2017,34,18,2
729,01-01-2017,50,8,2
730,01-01-2017,36,14,3
731,01-01-2017,5,21,1
732,01-01-2017,12,8,1
733,01-01-2017,30,24,1
734,01-01-2017,8,8,1
735,01-01-2017,6,8,1
736,01-01-2017,33,33,1
737,01-01-2017,38,22,3
738,01-01-2017,48,7,1
739,01-01-2017,24,31,1
740,01-01-2017,18,10,1
741,01-01-2017,37,34,1
742,01-01-2017,50,24,1
743,01-01-2017,48,2,1
744,01-01-2017,48,8,1
745,01-01-2017,1,31,1
746,01-01-2017,34,8,1
747,01-01-2017,31,8,1
748,01-01-2017,10,35,1
749,01-01-2017,10,35,1
750,01-01-2017,13,6,1
751,01-01-2017,41,6,1
752,01-01-2017,36,17,1
753,01-01-2017,1,31,1
754,01-01-2017,6,3,1
755,01-01-2017,42,8,1
756,01-01-2017,31,8,1
757,01-01-2017,37,31,1
758,01-01-2017,41,6,1
759,01-01-2017,12,8,1
760,01-01-2017,1,31,1
761,01-01-2017,1,21,2
762,01-01-2017,16,35,1
763,01-01-2017,31,1,1
764,01-01-2017,21,1,1
765,01-01-2017,10,8,1
766,01-01-2017,38,21,1
767,01-01-2017,50,24,1
768,01-01-2017,50,24,1
769,01-01-2017,30,9,1
770,01-01-2017,34,18,3
771,01-01-2017,19,30,1
772,01-01-2017,28,30,1
773,01-01-2017,22,30,1
774,01-01-2017,21,8,1
775,01-01-2017,34,24,1
776,01-01-2017,19,6,2
777,01-01-2017,34,8,1
778,01-01-2017,6,25,1
779,01-01-2017,16,8,1
780,01-01-2017,9,8,1
781,01-01-2017,22,30,1
782,01-01-2017,37,34,1
783,01-01-2017,35,31,1
784,01-01-2017,1,31,1
785,01-01-2017,33,27,1
786,01-01-2017,3,24,2
787,01-01-2017,42,8,1
788,01-01-2017,5,8,1
789,01-01-2017,44,31,1
790,01-01-2017,5,8,1
791,01-01-2017,5,6,1
792,01-01-2017,44,18,1
793,01-01-2017,16,35,1
794,01-01-2017,21,8,1
795,01-01-2017,16,8,1
796,01-01-2017,48,8,1
797,01-01-2017,5,31,1
798,01-01-2017,34,18,2
799,01-01-2017,19,30,1
800,01-01-2017,42,8,1
801,01-01-2017,10,8,1
802,01-01-2017,25,18,1
803,01-01-2017,44,18,1
804,01-01-2017,7,8,1
805,01-01-2017,49,5,1
806,01-01-2017,39,8,1
807,01-01-2017,19,9,3
808,01-01-2017,29,2,1
809,01-01-2017,44,18,1
810,01-01-2017,41,1,1
811,01-01-2017,49,8,1
812,01-01-2017,50,5,1
813,01-01-2017,13,6,1
814,01-01-2017,5,31,1
815,01-01-2017,23,14,1
816,01-01-2017,10,35,1
817,01-01-2017,12,6,3
818,01-01-2017,41,1,1
819,01-01-2017,29,2,1
820,01-01-2017,30,1,2
821,01-01-2017,12,6,3
822,01-01-2017,41,1,1
823,01-01-2017,50,8,3
824,01-01-2017,6,8,1
825,01-01-2017,12,7,1
826,01-01-2017,1,21,2
827,01-01-2017,50,24,1
828,01-01-2017,16,8,1
829,01-01-2017,4,20,1
830,01-01-2017,39,8,1
831,01-01-2017,6,3,1
832,01-01-2017,48,8,1
833,01-01-2017,21,17,3
834,01-01-2017,39,34,3
835,01-01-2017,32,8,3
836,01-01-2017,25,9,1
837,01-01-2017,36,1,1
838,01-01-2017,19,9,2
839,01-01-2017,41,8,1
840,01-01-2017,33,33,1
841,01-01-2017,31,8,1
842,01-01-2017,38,21,1
843,01-01-2017,34,24,1
844,01-01-2017,19,2,1
845,01-01-2017,6,8,1
846,01-01-2017,50,5,1
847,01-01-2017,41,8,3
848,01-01-2017,36,17,1
849,01-01-2017,39,8,1
850,01-01-2017,34,8,1
851,01-01-2017,24,31,1
852,01-01-2017,19,2,1
853,01-01-2017,38,22,2
854,01-01-2017,16,8,1
855,01-01-2017,9,8,1
856,01-01-2017,34,18,2
857,01-01-2017,24,31,1
858,01-01-2017,34,8,1
859,01-01-2017,34,18,2
860,01-01-2017,12,6,3
861,01-01-2017,44,2,1
862,01-01-2017,50,5,1
863,01-01-2017,47,8,1
864,01-01-2017,38,8,1
865,01-01-2017,16,35,1
866,01-01-2017,22,30,1
867,01-01-2017,50,24,1
868,01-01-2017,40,7,1
869,01-01-2017,29,2,1
870,01-01-2017,12,7,1
871,01-01-2017,39,8,1
872,01-01-2017,36,1,1
873,01-01-2017,48,9,1
874,01-01-2017,34,18,3
875,01-01-2017,4,20,1
876,01-01-2017,50,24,1
877,01-01-2017,50,24,1
878,01-01-2017,48,2,1
879,01-01-2017,9,8,1
880,01-01-2017,22,30,1
881,01-01-2017,34,8,1
882,01-01-2017,30,1,2
883,01-01-2017,4,9,1
884,01-01-2017,12,6,3
885,01-01-2017,1,34,1
886,01-01-2017,8,20,1
887,01-01-2017,37,22,1
888,01-01-2017,7,8,1
889,01-01-2017,44,2,1
890,01-01-2017,48,8,1
891,01-01-2017,10,8,1
892,01-01-2017,19,9,3
893,01-01-2017,5,21,1
894,01-01-2017,47,31,1
895,01-01-2017,24,31,1
896,01-01-2017,36,17,1
897,01-01-2017,48,7,1
898,01-01-2017,44,2,1
899,01-01-2017,12,8,1
900,01-01-2017,10,35,1
901,01-01-2017,18,10,1
902,01-01-2017,29,2,1
903,01-01-2017,6,8,1
904,01-01-2017,12,6,3
905,01-01-2017,50,8,3
906,01-01-2017,17,9,1
907,01-01-2017,39,34,3
908,01-01-2017,10,35,1
909,01-01-2017,5,8,1
910,01-01-2017,33,27,1
911,01-01-2017,9,24,1
912,01-01-2017,34,18,3
913,01-01-2017,33,33,1
914,01-01-2017,4,20,1
915,01-01-2017,46,6,1
916,01-01-2017,6,3,1
917,01-01-2017,50,24,1
918,01-01-2017,4,20,1
919,01-01-2017,41,1,1
920,01-01-2017,5,31,1
921,01-01-2017,10,35,1
922,01-01-2017,1,21,2
923,01-01-2017,50,5,1
924,01-01-2017,50,8,1
925,01-01-2017,40,17,1
926,01-01-2017,6,3,1
927,01-01-2017,47,31,1
928,01-01-2017,39,34,3
929,01-01-2017,18,10,1
930,01-01-2017,41,8,1
