product_id,product_name,category,current_stock,min_stock_level,last_movement_date,warehouse_name
28,Playfoam,Art & Crafts,0,5,2026-01-20,Maven Toys Monterrey 2
29,Plush Pony,Toys,8,5,2025-12-31,Maven Toys Monterrey 2
30,Rubik's Cube,Games,27,8,2026-02-03,Maven Toys Monterrey 2
31,Splash Balls,Sports & Outdoors,15,5,2026-02-03,Maven Toys Monterrey 2
32,Supersoaker Water Gun,Sports & Outdoors,3,5,2026-01-16,Maven Toys Monterrey 2
33,Teddy Bear,Toys,18,5,2026-01-20,Maven Toys Monterrey 2
34,Toy Robot,Electronics,2,5,2026-01-24,Maven Toys Monterrey 2
35,Uno Card Game,Games,17,5,2026-02-14,Maven Toys Monterrey 2
1,Action Figure,Toys,10,5,2025-12-31,Maven Toys Pachuca 1
2,Animal Figures,Toys,11,5,2026-01-24,Maven Toys Pachuca 1
3,Barrel O' Slime,Art & Crafts,8,5,2025-11-19,Maven Toys Pachuca 1
4,Chutes & Ladders,Games,18,5,2026-01-15,Maven Toys Pachuca 1
5,Classic Dominoes,Games,10,5,2026-02-03,Maven Toys Pachuca 1
6,Colorbuds,Electronics,12,5,2026-01-27,Maven Toys Pachuca 1
7,Dart Gun,Sports & Outdoors,8,5,2025-11-23,Maven Toys Pachuca 1
8,Deck Of Cards,Games,42,12,2026-01-23,Maven Toys Pachuca 1
9,Dino Egg,Toys,0,5,2026-01-08,Maven Toys Pachuca 1
10,Dinosaur Figures,Toys,54,16,2026-01-22,Maven Toys Pachuca 1
11,Etch A Sketch,Art & Crafts,8,5,2026-01-21,Maven Toys Pachuca 1
12,Foam Disk Launcher,Sports & Outdoors,4,5,2026-02-14,Maven Toys Pachuca 1
13,Gamer Headphones,Electronics,0,5,2026-02-18,Maven Toys Pachuca 1
14,Glass Marbles,Games,0,5,2025-12-11,Maven Toys Pachuca 1
15,Hot Wheels 5-Pack,Toys,0,5,2026-01-21,Maven Toys Pachuca 1
16,Jenga,Games,8,5,2026-02-05,Maven Toys Pachuca 1
17,Kids Makeup Kit,Art & Crafts,5,5,2026-01-31,Maven Toys Pachuca 1
18,Lego Bricks,Toys,18,5,2026-01-27,Maven Toys Pachuca 1
19,Magic Sand,Art & Crafts,11,5,2026-02-11,Maven Toys Pachuca 1
20,Mini Basketball Hoop,Sports & Outdoors,5,5,2026-02-09,Maven Toys Pachuca 1
21,Mini Ping Pong Set,Sports & Outdoors,37,11,2026-02-17,Maven Toys Pachuca 1
22,Monopoly,Games,13,5,2026-02-12,Maven Toys Pachuca 1
23,Mr. Potatohead,Toys,8,5,2026-01-29,Maven Toys Pachuca 1
24,Nerf Gun,Sports & Outdoors,7,5,2026-02-08,Maven Toys Pachuca 1
25,PlayDoh Can,Art & Crafts,71,21,2026-01-16,Maven Toys Pachuca 1
26,PlayDoh Playset,Art & Crafts,20,6,2026-01-21,Maven Toys Pachuca 1
27,PlayDoh Toolkit,Art & Crafts,47,14,2026-02-09,Maven Toys Pachuca 1
28,Playfoam,Art & Crafts,20,6,2026-01-26,Maven Toys Pachuca 1
29,Plush Pony,Toys,3,5,2026-01-03,Maven Toys Pachuca 1
30,Rubik's Cube,Games,13,5,2026-01-16,Maven Toys Pachuca 1
31,Splash Balls,Sports & Outdoors,27,8,2026-02-12,Maven Toys Pachuca 1
32,Supersoaker Water Gun,Sports & Outdoors,7,5,2026-01-27,Maven Toys Pachuca 1
33,Teddy Bear,Toys,17,5,2025-11-14,Maven Toys Pachuca 1
34,Toy Robot,Electronics,18,5,2026-01-27,Maven Toys Pachuca 1
35,Uno Card Game,Games,8,5,2025-12-26,Maven Toys Pachuca 1
1,Action Figure,Toys,15,5,2026-01-20,Maven Toys Ciudad de Mexico 1
2,Animal Figures,Toys,18,5,2025-12-01,Maven Toys Ciudad de Mexico 1
3,Barrel O' Slime,Art & Crafts,10,5,2025-12-29,Maven Toys Ciudad de Mexico 1
4,Chutes & Ladders,Games,6,5,2026-01-31,Maven Toys Ciudad de Mexico 1
5,Classic Dominoes,Games,3,5,2026-02-07,Maven Toys Ciudad de Mexico 1
6,Colorbuds,Electronics,55,16,2025-12-02,Maven Toys Ciudad de Mexico 1
7,Dart Gun,Sports & Outdoors,22,6,2026-02-12,Maven Toys Ciudad de Mexico 1
8,Deck Of Cards,Games,29,8,2025-11-20,Maven Toys Ciudad de Mexico 1
9,Dino Egg,Toys,50,15,2025-12-02,Maven Toys Ciudad de Mexico 1
10,Dinosaur Figures,Toys,69,20,2026-02-03,Maven Toys Ciudad de Mexico 1
11,Etch A Sketch,Art & Crafts,1,5,2026-02-16,Maven Toys Ciudad de Mexico 1
12,Foam Disk Launcher,Sports & Outdoors,6,5,2026-01-30,Maven Toys Ciudad de Mexico 1
13,Gamer Headphones,Electronics,19,5,2026-02-15,Maven Toys Ciudad de Mexico 1
14,Glass Marbles,Games,11,5,2025-12-05,Maven Toys Ciudad de Mexico 1
15,Hot Wheels 5-Pack,Toys,9,5,2026-01-07,Maven Toys Ciudad de Mexico 1
16,Jenga,Games,5,5,2025-10-24,Maven Toys Ciudad de Mexico 1
17,Kids Makeup Kit,Art & Crafts,8,5,2026-01-24,Maven Toys Ciudad de Mexico 1
18,Lego Bricks,Toys,8,5,2026-01-27,Maven Toys Ciudad de Mexico 1
19,Magic Sand,Art & Crafts,54,16,2026-02-08,Maven Toys Ciudad de Mexico 1
20,Mini Basketball Hoop,Sports & Outdoors,4,5,2026-02-07,Maven Toys Ciudad de Mexico 1
21,Mini Ping Pong Set,Sports & Outdoors,12,5,2026-01-24,Maven Toys Ciudad de Mexico 1
22,Monopoly,Games,9,5,2026-01-21,Maven Toys Ciudad de Mexico 1
23,Mr. Potatohead,Toys,31,9,2026-01-06,Maven Toys Ciudad de Mexico 1
24,Nerf Gun,Sports & Outdoors,16,5,2026-01-10,Maven Toys Ciudad de Mexico 1
25,PlayDoh Can,Art & Crafts,4,5,2026-01-23,Maven Toys Ciudad de Mexico 1
26,PlayDoh Playset,Art & Crafts,21,6,2026-01-15,Maven Toys Ciudad de Mexico 1
27,PlayDoh Toolkit,Art & Crafts,29,8,2026-02-13,Maven Toys Ciudad de Mexico 1
28,Playfoam,Art & Crafts,9,5,2025-11-03,Maven Toys Ciudad de Mexico 1
29,Plush Pony,Toys,8,5,2025-12-29,Maven Toys Ciudad de Mexico 1
30,Rubik's Cube,Games,11,5,2026-01-13,Maven Toys Ciudad de Mexico 1
31,Splash Balls,Sports & Outdoors,6,5,2025-12-17,Maven Toys Ciudad de Mexico 1
32,Supersoaker Water Gun,Sports & Outdoors,3,5,2026-01-22,Maven Toys Ciudad de Mexico 1
33,Teddy Bear,Toys,9,5,2026-01-21,Maven Toys Ciudad de Mexico 1
34,Toy Robot,Electronics,5,5,2026-02-12,Maven Toys Ciudad de Mexico 1
35,Uno Card Game,Games,4,5,2026-01-24,Maven Toys Ciudad de Mexico 1
1,Action Figure,Toys,5,5,2026-01-20,Maven Toys Campeche 1
2,Animal Figures,Toys,17,5,2026-02-06,Maven Toys Campeche 1
3,Barrel O' Slime,Art & Crafts,15,5,2026-01-20,Maven Toys Campeche 1
4,Chutes & Ladders,Games,17,5,2026-01-22,Maven Toys Campeche 1
5,Classic Dominoes,Games,4,5,2026-01-11,Maven Toys Campeche 1
6,Colorbuds,Electronics,24,7,2026-01-17,Maven Toys Campeche 1
7,Dart Gun,Sports & Outdoors,13,5,2026-01-20,Maven Toys Campeche 1
8,Deck Of Cards,Games,73,21,2026-01-22,Maven Toys Campeche 1
9,Dino Egg,Toys,10,5,2026-01-26,Maven Toys Campeche 1
10,Dinosaur Figures,Toys,57,17,2026-01-29,Maven Toys Campeche 1
11,Etch A Sketch,Art & Crafts,9,5,2025-11-07,Maven Toys Campeche 1
12,Foam Disk Launcher,Sports & Outdoors,15,5,2025-11-06,Maven Toys Campeche 1
13,Gamer Headphones,Electronics,17,5,2026-01-29,Maven Toys Campeche 1
14,Glass Marbles,Games,4,5,2026-01-29,Maven Toys Campeche 1
15,Hot Wheels 5-Pack,Toys,13,5,2025-11-14,Maven Toys Campeche 1
16,Jenga,Games,1,5,2026-01-31,Maven Toys Campeche 1
17,Kids Makeup Kit,Art & Crafts,3,5,2025-12-03,Maven Toys Campeche 1
18,Lego Bricks,Toys,17,5,2026-02-02,Maven Toys Campeche 1
19,Magic Sand,Art & Crafts,57,17,2026-02-18,Maven Toys Campeche 1
20,Mini Basketball Hoop,Sports & Outdoors,4,5,2026-01-28,Maven Toys Campeche 1
21,Mini Ping Pong Set,Sports & Outdoors,16,5,2026-01-27,Maven Toys Campeche 1
22,Monopoly,Games,13,5,2026-02-07,Maven Toys Campeche 1
23,Mr. Potatohead,Toys,9,5,2025-12-05,Maven Toys Campeche 1
24,Nerf Gun,Sports & Outdoors,20,6,2026-01-08,Maven Toys Campeche 1
25,PlayDoh Can,Art & Crafts,68,20,2026-01-29,Maven Toys Campeche 1
26,PlayDoh Playset,Art & Crafts,9,5,2026-01-22,Maven Toys Campeche 1
27,PlayDoh Toolkit,Art & Crafts,24,7,2026-02-11,Maven Toys Campeche 1
28,Playfoam,Art & Crafts,19,5,2026-02-01,Maven Toys Campeche 1
29,Plush Pony,Toys,12,5,2026-02-14,Maven Toys Campeche 1
30,Rubik's Cube,Games,42,12,2025-11-24,Maven Toys Campeche 1
31,Splash Balls,Sports & Outdoors,7,5,2026-02-02,Maven Toys Campeche 1
